,Region_annotation
144407,DCIS1
144408,DCIS1
144409,DCIS1
144410,DCIS1
144411,DCIS1
144412,DCIS1
144413,DCIS1
144414,DCIS1
144415,DCIS1
144416,DCIS1
144417,DCIS1
144418,DCIS1
144419,DCIS1
144420,DCIS1
144421,DCIS1
144422,DCIS1
144423,DCIS1
144424,DCIS1
144425,DCIS1
144427,DCIS1
144428,DCIS1
144431,DCIS1
144433,DCIS1
144434,DCIS1
144435,DCIS1
144436,DCIS1
144437,DCIS1
144438,DCIS1
144439,DCIS1
144440,DCIS1
144441,DCIS1
144442,DCIS1
144443,DCIS1
144444,DCIS1
144445,DCIS1
144446,DCIS1
144447,DCIS1
144448,DCIS1
144449,DCIS1
144450,DCIS1
144451,DCIS1
144452,DCIS1
144453,DCIS1
144454,DCIS1
144455,DCIS1
144456,DCIS1
144457,DCIS1
144458,DCIS1
144459,DCIS1
144460,DCIS1
144461,DCIS1
144462,DCIS1
144463,DCIS1
144465,DCIS1
144466,DCIS1
144467,DCIS1
144469,DCIS1
144470,DCIS1
144471,DCIS1
144473,DCIS1
144474,DCIS1
144475,DCIS1
144476,DCIS1
144477,DCIS1
144478,DCIS1
144479,DCIS1
144480,DCIS1
144481,DCIS1
144483,DCIS1
144484,DCIS1
144485,DCIS1
144486,DCIS1
144487,DCIS1
144488,DCIS1
144489,DCIS1
144490,DCIS1
144491,DCIS1
144492,DCIS1
144493,DCIS1
144494,DCIS1
144495,DCIS1
144496,DCIS1
144497,DCIS1
144498,DCIS1
144499,DCIS1
144500,DCIS1
144501,Unassigned
144502,Unassigned
144503,Unassigned
144504,Unassigned
144505,Unassigned
144506,Unassigned
144507,Unassigned
144508,Unassigned
144510,Unassigned
144512,Unassigned
144513,Unassigned
144515,Unassigned
144516,Unassigned
144517,Unassigned
144518,Unassigned
144519,Unassigned
144520,Unassigned
144521,Unassigned
144522,Unassigned
144523,Unassigned
144525,Unassigned
144526,Unassigned
144528,Unassigned
144529,Unassigned
144530,Unassigned
144532,Unassigned
144533,DCIS1
144534,DCIS1
144535,DCIS1
144536,DCIS1
144538,DCIS1
144539,DCIS1
144541,DCIS1
144545,DCIS1
144548,DCIS1
144549,DCIS1
144550,DCIS1
144551,DCIS1
144553,DCIS1
144555,DCIS1
144556,DCIS1
144557,DCIS1
144558,DCIS1
144559,DCIS1
144560,DCIS1
144561,DCIS1
144562,DCIS1
144563,DCIS1
144564,DCIS1
144567,DCIS1
144568,DCIS1
144569,DCIS1
144570,DCIS1
144571,DCIS1
144572,DCIS1
144573,DCIS1
144574,DCIS1
144575,DCIS1
144576,DCIS1
144577,DCIS1
144578,DCIS1
144579,DCIS1
144580,DCIS1
144581,DCIS1
144582,DCIS1
144583,DCIS1
144584,DCIS1
144585,DCIS1
144586,DCIS1
144588,DCIS1
144589,DCIS1
144590,DCIS1
144591,DCIS1
144592,DCIS1
144593,DCIS1
144594,DCIS1
144595,DCIS1
144596,DCIS1
144597,DCIS1
144598,DCIS1
144600,DCIS1
144601,DCIS1
144602,DCIS1
144604,DCIS1
144605,Unassigned
144608,DCIS1
144609,DCIS1
144611,DCIS1
144612,DCIS1
144613,Unassigned
144615,DCIS1
144616,Unassigned
144617,Unassigned
144618,DCIS1
144619,DCIS1
144620,Unassigned
144621,DCIS1
144622,Unassigned
144623,Unassigned
144624,Unassigned
144625,Unassigned
144626,Unassigned
144627,Unassigned
144628,Unassigned
144629,Unassigned
144632,Unassigned
144633,Unassigned
144634,Unassigned
144635,Unassigned
144636,Unassigned
144637,Unassigned
144638,Unassigned
144639,Unassigned
144640,Unassigned
144641,Unassigned
144642,Unassigned
144644,Unassigned
144645,Unassigned
144646,Unassigned
144648,Unassigned
144649,Unassigned
144652,Unassigned
144653,Unassigned
144654,Unassigned
144655,Unassigned
144656,Unassigned
144657,Unassigned
144658,Unassigned
144659,Unassigned
144660,Unassigned
144661,Unassigned
144662,Unassigned
144663,Unassigned
144664,Unassigned
144665,DCIS1
144667,Unassigned
144668,Unassigned
144669,DCIS1
144670,Unassigned
144671,Unassigned
144672,DCIS1
144673,Unassigned
144674,DCIS1
144675,Unassigned
144676,DCIS1
144677,Unassigned
144678,Unassigned
144679,DCIS1
144680,Unassigned
144681,Unassigned
144682,Unassigned
144683,DCIS1
144684,DCIS1
144685,Unassigned
144686,DCIS1
144687,DCIS1
144688,DCIS1
144689,DCIS1
144690,DCIS1
144691,DCIS1
144692,DCIS1
144693,DCIS1
144694,DCIS1
144695,DCIS1
144696,DCIS1
144697,DCIS1
144698,DCIS1
144699,DCIS1
144701,DCIS1
144702,DCIS1
144703,DCIS1
144704,DCIS1
144705,DCIS1
144706,DCIS1
144707,DCIS1
144708,DCIS1
144709,DCIS1
144710,DCIS1
144711,DCIS1
144712,DCIS1
144714,DCIS1
144715,DCIS1
144716,DCIS1
144717,DCIS1
144718,DCIS1
144719,DCIS1
144720,DCIS1
144721,DCIS1
144722,DCIS1
144723,DCIS1
144724,DCIS1
144725,DCIS1
144726,DCIS1
144727,DCIS1
144728,DCIS1
144729,DCIS1
144730,DCIS1
144732,DCIS1
144733,DCIS1
144734,DCIS1
144735,DCIS1
144736,DCIS1
144737,DCIS1
144738,DCIS1
144739,DCIS1
144740,DCIS1
144741,DCIS1
144742,DCIS1
144743,DCIS1
144744,DCIS1
144745,DCIS1
144746,DCIS1
144748,DCIS1
144749,DCIS1
144750,DCIS1
144751,DCIS1
144752,DCIS1
144753,DCIS1
144754,DCIS1
144755,DCIS1
144756,DCIS1
144758,DCIS1
144759,DCIS1
144760,DCIS1
144762,DCIS1
144763,DCIS1
144764,DCIS1
144765,DCIS1
144766,DCIS1
144767,DCIS1
144768,DCIS1
144770,DCIS1
144771,DCIS1
144772,DCIS1
144773,DCIS1
144774,DCIS1
144776,DCIS1
144777,DCIS1
144778,DCIS1
144779,DCIS1
144780,DCIS1
144781,DCIS1
144782,DCIS1
144783,DCIS1
144784,DCIS1
144785,DCIS1
144786,DCIS1
144787,DCIS1
144788,DCIS1
144789,DCIS1
144790,DCIS1
144791,DCIS1
144792,DCIS1
144793,DCIS1
144794,DCIS1
144795,DCIS1
144796,DCIS1
144797,DCIS1
144798,DCIS1
144799,DCIS1
144800,DCIS1
144801,DCIS1
144802,DCIS1
144804,DCIS1
144805,DCIS1
144806,DCIS1
144807,DCIS1
144808,DCIS1
144809,DCIS1
144810,DCIS1
144811,DCIS1
144812,DCIS1
144813,DCIS1
144814,DCIS1
144815,DCIS1
144816,Unassigned
144817,DCIS1
144818,Unassigned
144819,Unassigned
144820,Unassigned
144821,DCIS1
144822,Unassigned
144823,Unassigned
144824,DCIS1
144826,Unassigned
144827,DCIS1
144828,Unassigned
144829,DCIS1
144831,DCIS1
144832,Unassigned
144833,Unassigned
144835,DCIS1
144836,DCIS1
144837,DCIS1
144838,Unassigned
144839,Unassigned
144840,DCIS1
144842,DCIS1
144843,Unassigned
144845,Unassigned
144846,DCIS1
144847,DCIS1
144848,DCIS1
144849,Unassigned
144850,DCIS1
144852,DCIS1
144853,DCIS1
144854,DCIS1
144855,DCIS1
144856,DCIS1
144857,DCIS1
144858,Unassigned
144859,DCIS1
144860,DCIS1
144861,DCIS1
144862,DCIS1
144863,DCIS1
144864,DCIS1
144865,DCIS1
144866,DCIS1
144867,DCIS1
144868,DCIS1
144869,DCIS1
144870,DCIS1
144871,DCIS1
144872,DCIS1
144873,DCIS1
144874,DCIS1
144875,DCIS1
144876,DCIS1
144877,DCIS1
144878,DCIS1
144879,DCIS1
144880,DCIS1
144881,DCIS1
144882,DCIS1
144883,DCIS1
144884,DCIS1
144885,DCIS1
144887,DCIS1
144889,DCIS1
144890,DCIS1
144891,DCIS1
144892,DCIS1
144893,DCIS1
144894,DCIS1
144895,DCIS1
144896,DCIS1
144897,DCIS1
144898,DCIS1
144899,DCIS1
144900,DCIS1
144901,DCIS1
144902,DCIS1
144903,DCIS1
144904,DCIS1
144905,DCIS1
144906,DCIS1
144907,DCIS1
144908,DCIS1
144909,DCIS1
144910,DCIS1
144911,DCIS1
144912,DCIS1
144913,DCIS1
144914,DCIS1
144915,DCIS1
144916,DCIS1
144917,DCIS1
144918,DCIS1
144919,DCIS1
144920,DCIS1
144921,DCIS1
144922,DCIS1
144923,DCIS1
144924,DCIS1
144925,DCIS1
144926,DCIS1
144927,DCIS1
144928,DCIS1
144929,DCIS1
144930,DCIS1
144931,DCIS1
144932,DCIS1
144933,DCIS1
144934,DCIS1
144935,DCIS1
144936,DCIS1
144937,DCIS1
144938,DCIS1
144939,DCIS1
144940,DCIS1
144941,DCIS1
144942,DCIS1
144943,DCIS1
144944,DCIS1
144945,DCIS1
144946,DCIS1
144947,DCIS1
144948,DCIS1
144949,DCIS1
144950,DCIS1
144951,DCIS1
144953,DCIS1
144954,DCIS1
144955,DCIS1
144956,DCIS1
144957,DCIS1
144958,DCIS1
144959,DCIS1
144960,DCIS1
144961,DCIS1
144962,DCIS1
144963,DCIS1
144964,DCIS1
144965,DCIS1
144966,DCIS1
144967,DCIS1
144968,DCIS1
144969,DCIS1
144970,DCIS1
144971,DCIS1
144972,DCIS1
144973,DCIS1
144974,DCIS1
144975,DCIS1
144976,DCIS1
144977,DCIS1
144978,DCIS1
144979,DCIS1
144980,DCIS1
144981,DCIS1
144982,DCIS1
144983,DCIS1
144984,DCIS1
144985,DCIS1
144986,DCIS1
144987,DCIS1
144988,DCIS1
144989,DCIS1
144990,DCIS1
144991,DCIS1
144992,DCIS1
144993,DCIS1
144994,DCIS1
144995,DCIS1
144996,DCIS1
144997,DCIS1
144998,DCIS1
144999,DCIS1
145000,DCIS1
145001,DCIS1
145002,DCIS1
145003,DCIS1
145004,DCIS1
145005,DCIS1
145006,DCIS1
145007,DCIS1
145008,DCIS1
145009,DCIS1
145011,DCIS1
145012,DCIS1
145013,DCIS1
145014,DCIS1
145015,DCIS1
145016,DCIS1
145017,DCIS1
145018,DCIS1
145019,Unassigned
145020,DCIS1
145021,DCIS1
145022,Unassigned
145023,DCIS1
145024,Unassigned
145025,Unassigned
145026,Unassigned
145027,Unassigned
145028,Unassigned
145029,Unassigned
145030,Unassigned
145031,Unassigned
145032,Unassigned
145033,Unassigned
145034,Unassigned
145035,DCIS1
145036,Unassigned
145037,Unassigned
145038,Unassigned
145039,DCIS1
145040,Unassigned
145041,Unassigned
145042,Unassigned
145043,Unassigned
145044,DCIS1
145045,DCIS1
145046,Unassigned
145047,Unassigned
145048,DCIS1
145049,Unassigned
145050,Unassigned
145051,Unassigned
145052,Unassigned
145053,DCIS1
145055,DCIS1
145056,Unassigned
145057,Unassigned
145058,Unassigned
145059,Unassigned
145062,DCIS1
145063,DCIS1
145064,DCIS1
145065,DCIS1
145066,DCIS1
145067,DCIS1
145068,DCIS1
145069,DCIS1
145070,DCIS1
145071,DCIS1
145072,DCIS1
145073,DCIS1
145074,DCIS1
145075,DCIS1
145076,DCIS1
145077,DCIS1
145078,DCIS1
145080,DCIS1
145081,DCIS1
145082,DCIS1
145083,DCIS1
145084,DCIS1
145085,DCIS1
145086,DCIS1
145087,DCIS1
145088,DCIS1
145089,DCIS1
145090,DCIS1
145091,DCIS1
145092,DCIS1
145093,DCIS1
145094,DCIS1
145095,DCIS1
145096,DCIS1
145097,DCIS1
145098,DCIS1
145099,DCIS1
145100,DCIS1
145101,DCIS1
145102,DCIS1
145103,DCIS1
145104,DCIS1
145105,DCIS1
145106,DCIS1
145107,DCIS1
145108,DCIS1
145109,DCIS1
145111,DCIS1
145112,DCIS1
145113,DCIS1
145114,DCIS1
145115,DCIS1
145116,DCIS1
145117,DCIS1
145118,DCIS1
145119,DCIS1
145120,DCIS1
145121,DCIS1
145122,DCIS1
145123,DCIS1
145124,DCIS1
145125,DCIS1
145126,DCIS1
145127,DCIS1
145128,DCIS1
145129,DCIS1
145130,DCIS1
145131,DCIS1
145133,DCIS1
145134,DCIS1
145135,DCIS1
145136,DCIS1
145137,DCIS1
145138,DCIS1
145139,DCIS1
145140,DCIS1
145141,DCIS1
145142,DCIS1
145143,DCIS1
145144,DCIS1
145145,DCIS1
145146,DCIS1
145147,DCIS1
145148,DCIS1
145149,DCIS1
145150,DCIS1
145151,DCIS1
145152,DCIS1
145153,DCIS1
145155,DCIS1
145156,DCIS1
145157,DCIS1
145158,DCIS1
145159,DCIS1
145160,DCIS1
145161,DCIS1
145162,DCIS1
145163,DCIS1
145164,DCIS1
145165,DCIS1
145166,DCIS1
145167,DCIS1
145168,DCIS1
145169,DCIS1
145170,DCIS1
145171,DCIS1
145172,DCIS1
145173,DCIS1
145174,DCIS1
145175,DCIS1
145176,DCIS1
145177,DCIS1
145178,DCIS1
145179,DCIS1
145181,DCIS1
145182,DCIS1
145183,DCIS1
145184,DCIS1
145185,DCIS1
145186,DCIS1
145187,DCIS1
145188,DCIS1
145189,DCIS1
145190,DCIS1
145191,DCIS1
145192,DCIS1
145193,DCIS1
145194,DCIS1
145195,DCIS1
145196,DCIS1
145197,DCIS1
145198,DCIS1
145199,DCIS1
145200,DCIS1
145201,DCIS1
145202,DCIS1
145203,DCIS1
145204,DCIS1
145205,DCIS1
145206,DCIS1
145207,DCIS1
145208,DCIS1
145209,DCIS1
145210,DCIS1
145211,DCIS1
145212,DCIS1
145213,DCIS1
145214,DCIS1
145215,DCIS1
145216,DCIS1
145217,DCIS1
145218,DCIS1
145219,DCIS1
145220,DCIS1
145221,DCIS1
145222,DCIS1
145223,DCIS1
145224,DCIS1
145225,DCIS1
145226,DCIS1
145227,DCIS1
145228,DCIS1
145229,DCIS1
145230,DCIS1
145231,DCIS1
145232,DCIS1
145233,DCIS1
145234,DCIS1
145235,DCIS1
145236,DCIS1
145237,DCIS1
145239,DCIS1
145240,DCIS1
145241,DCIS1
145242,DCIS1
145243,DCIS1
145244,DCIS1
145245,DCIS1
145246,DCIS1
145247,DCIS1
145248,DCIS1
145249,DCIS1
145250,DCIS1
145251,DCIS1
145253,DCIS1
145254,DCIS1
145255,DCIS1
145256,DCIS1
145257,DCIS1
145258,DCIS1
145259,DCIS1
145260,DCIS1
145261,DCIS1
145262,DCIS1
145263,DCIS1
145264,DCIS1
145265,DCIS1
145266,DCIS1
145268,DCIS1
145269,DCIS1
145270,DCIS1
145271,DCIS1
145272,DCIS1
145273,DCIS1
145274,DCIS1
145275,DCIS1
145276,DCIS1
145279,DCIS1
145280,DCIS1
145281,DCIS1
145282,DCIS1
145283,DCIS1
145284,DCIS1
145289,DCIS1
145290,DCIS1
145291,DCIS1
145292,DCIS1
145293,DCIS1
145294,DCIS1
145295,DCIS1
145296,DCIS1
145297,DCIS1
145298,DCIS1
145299,DCIS1
145300,DCIS1
145301,DCIS1
145302,DCIS1
145303,DCIS1
145304,DCIS1
145305,Unassigned
145306,Unassigned
145308,Unassigned
145309,Unassigned
145310,Unassigned
145313,Unassigned
145314,Unassigned
145315,Unassigned
145316,Unassigned
145318,Unassigned
145319,Unassigned
145320,Unassigned
145321,Unassigned
145322,Unassigned
145323,Unassigned
145324,Unassigned
145325,Unassigned
145326,Unassigned
145327,Unassigned
145328,Unassigned
145329,Unassigned
145330,Unassigned
145331,Unassigned
145332,Unassigned
145333,Unassigned
145334,Unassigned
145335,Unassigned
145337,Unassigned
145338,Unassigned
145339,Unassigned
145341,Unassigned
145342,DCIS1
145343,DCIS1
145345,Unassigned
145346,DCIS1
145349,Unassigned
145350,Unassigned
145353,Unassigned
145354,Unassigned
145355,Unassigned
145356,Unassigned
145358,Unassigned
145359,Unassigned
145360,DCIS1
145361,Unassigned
145362,Unassigned
145363,Unassigned
145364,Unassigned
145365,DCIS1
145366,Unassigned
145367,Unassigned
145368,DCIS1
145369,Unassigned
145370,Unassigned
145372,Unassigned
145373,DCIS1
145374,DCIS1
145375,Unassigned
145377,Unassigned
145378,Unassigned
145379,Unassigned
145380,Unassigned
145381,Unassigned
145382,DCIS1
145384,DCIS1
145385,Unassigned
145386,Unassigned
145388,DCIS1
145389,DCIS1
145390,Unassigned
145391,DCIS1
145392,Unassigned
145393,DCIS1
145394,Unassigned
145395,DCIS1
145396,Unassigned
145397,Unassigned
145399,Unassigned
145400,DCIS1
145401,DCIS1
145402,DCIS1
145403,DCIS1
145404,DCIS1
145406,DCIS1
145407,DCIS1
145408,DCIS1
145409,DCIS1
145410,DCIS1
145411,DCIS1
145412,DCIS1
145413,DCIS1
145414,DCIS1
145415,DCIS1
145416,DCIS1
145417,DCIS1
145418,DCIS1
145419,DCIS1
145420,DCIS1
145421,DCIS1
145422,DCIS1
145423,DCIS1
145424,DCIS1
145425,DCIS1
145426,DCIS1
145427,DCIS1
145428,DCIS1
145429,DCIS1
145430,DCIS1
145432,DCIS1
145433,Unassigned
145434,Unassigned
145435,Unassigned
145436,Unassigned
145437,Unassigned
145438,Unassigned
145439,Unassigned
145440,Unassigned
145442,Unassigned
145443,Unassigned
145444,Unassigned
145445,Unassigned
145447,Unassigned
145448,Unassigned
145449,Unassigned
145450,Unassigned
145451,Unassigned
145452,Unassigned
145453,Unassigned
145454,Unassigned
145455,Unassigned
145456,Unassigned
145457,Unassigned
145458,Unassigned
145459,Unassigned
145460,Unassigned
145461,Unassigned
145462,Unassigned
145463,Unassigned
145464,Unassigned
145465,Unassigned
145466,Unassigned
145467,Unassigned
145468,Unassigned
145470,Unassigned
145471,Unassigned
145472,Unassigned
145473,Unassigned
145474,Unassigned
145475,Unassigned
145476,Unassigned
145477,Unassigned
145478,Unassigned
145479,Unassigned
145480,Unassigned
145481,Unassigned
145482,Unassigned
145483,Unassigned
145484,Unassigned
145485,Unassigned
145487,Unassigned
145488,Unassigned
145489,Unassigned
145490,Unassigned
145491,Unassigned
145492,Unassigned
145493,Unassigned
145494,Unassigned
145495,Unassigned
145496,Unassigned
145497,Unassigned
145498,Unassigned
145499,Unassigned
145500,Unassigned
145501,Unassigned
145502,Unassigned
145503,Unassigned
145504,Unassigned
145505,Unassigned
145507,Unassigned
145508,Unassigned
145509,Unassigned
145511,Unassigned
145512,Unassigned
145513,Unassigned
145514,Unassigned
145515,Unassigned
145516,Unassigned
145517,Unassigned
145519,Unassigned
145520,Unassigned
145521,Unassigned
145522,Unassigned
145523,Unassigned
145524,Unassigned
145525,Unassigned
145526,Unassigned
145527,Unassigned
145528,Unassigned
145529,Unassigned
145530,Unassigned
145532,Unassigned
145533,Unassigned
145534,Unassigned
145536,Unassigned
145537,Unassigned
145538,Unassigned
145539,Unassigned
145540,Unassigned
145542,Unassigned
145543,Unassigned
145544,Unassigned
145545,Unassigned
145546,Unassigned
145547,Unassigned
145548,Unassigned
145549,Unassigned
145550,Unassigned
145551,Unassigned
145552,Unassigned
145553,Unassigned
145554,Unassigned
145555,Unassigned
145556,Unassigned
145557,Unassigned
145558,Unassigned
145560,Unassigned
145563,Unassigned
145566,Unassigned
145567,Unassigned
145568,Unassigned
145569,Unassigned
145570,Unassigned
145572,Unassigned
145574,Unassigned
145576,Unassigned
145577,Unassigned
145578,Unassigned
145579,Unassigned
145580,Unassigned
145581,Unassigned
145582,Unassigned
145583,Unassigned
145584,Unassigned
145585,Unassigned
145586,Unassigned
145587,Unassigned
145588,Unassigned
145589,Unassigned
145590,Unassigned
145591,Unassigned
145593,Unassigned
145594,Unassigned
145596,Unassigned
145597,Unassigned
145599,Unassigned
145602,Unassigned
145603,Unassigned
145604,Unassigned
145605,Unassigned
145606,Unassigned
145607,Unassigned
145608,Unassigned
145609,Unassigned
145610,Unassigned
145611,Unassigned
145612,Unassigned
145613,Unassigned
145614,DCIS1
145615,Unassigned
145616,Unassigned
145617,DCIS1
145618,DCIS1
145619,DCIS1
145620,DCIS1
145621,Unassigned
145622,Unassigned
145624,Unassigned
145625,Unassigned
145626,Unassigned
145627,Unassigned
145628,Unassigned
145629,Unassigned
145630,Unassigned
145631,Unassigned
145632,Unassigned
145635,Unassigned
145636,Unassigned
145637,Unassigned
145639,Unassigned
145640,Unassigned
145641,Unassigned
145642,Unassigned
145643,Unassigned
145645,Unassigned
145647,Unassigned
145649,Unassigned
145650,Unassigned
145651,Unassigned
145653,Unassigned
145654,Unassigned
145655,Unassigned
145656,Unassigned
145657,Unassigned
145661,Unassigned
145662,Unassigned
145663,Unassigned
145664,Unassigned
145665,Unassigned
145667,Unassigned
145668,Unassigned
145669,Unassigned
145670,Unassigned
145671,Unassigned
145672,Unassigned
145673,Unassigned
145674,Unassigned
145675,Unassigned
145676,Unassigned
145678,Unassigned
145679,Unassigned
145680,Unassigned
145681,Unassigned
145682,Unassigned
145683,Unassigned
145684,Unassigned
145685,Unassigned
145686,Unassigned
145687,Unassigned
145688,Unassigned
145689,Unassigned
145690,Unassigned
145691,Unassigned
145692,Unassigned
145693,Unassigned
145694,Unassigned
145695,Unassigned
145696,Unassigned
145697,Unassigned
145698,Unassigned
145699,Unassigned
145700,Unassigned
145701,Unassigned
145702,Unassigned
145703,Unassigned
145704,Unassigned
145705,Unassigned
145706,Unassigned
145707,Unassigned
145708,Unassigned
145709,Unassigned
145710,Unassigned
145711,Unassigned
145713,Unassigned
145714,Unassigned
145716,Unassigned
145717,Unassigned
145718,Unassigned
145719,Unassigned
145720,Unassigned
145721,Unassigned
145722,Unassigned
145723,Unassigned
145724,Unassigned
145726,Unassigned
145727,Unassigned
145730,Unassigned
145731,Unassigned
145734,DCIS1
145735,DCIS1
145736,DCIS1
145737,DCIS1
145738,DCIS1
145739,DCIS1
145740,DCIS1
145741,DCIS1
145742,DCIS1
145743,DCIS1
145744,DCIS1
145745,DCIS1
145746,DCIS1
145747,DCIS1
145748,DCIS1
145749,DCIS1
145750,DCIS1
145751,DCIS1
145752,DCIS1
145753,DCIS1
145754,DCIS1
145755,DCIS1
145756,DCIS1
145757,DCIS1
145758,DCIS1
145759,DCIS1
145760,DCIS1
145761,DCIS1
145762,DCIS1
145763,DCIS1
145764,DCIS1
145765,DCIS1
145766,DCIS1
145767,DCIS1
145768,DCIS1
145769,Unassigned
145770,DCIS1
145771,DCIS1
145772,DCIS1
145773,Unassigned
145774,DCIS1
145775,DCIS1
145776,Unassigned
145777,DCIS1
145778,DCIS1
145779,Unassigned
145780,Unassigned
145781,Unassigned
145782,Unassigned
145783,Unassigned
145784,Unassigned
145785,DCIS1
145786,DCIS1
145787,DCIS1
145788,DCIS1
145789,DCIS1
145790,DCIS1
145791,DCIS1
145792,DCIS1
145793,DCIS1
145794,DCIS1
145795,DCIS1
145796,DCIS1
145797,DCIS1
145798,DCIS1
145800,DCIS1
145801,DCIS1
145802,DCIS1
145803,DCIS1
145804,DCIS1
145805,DCIS1
145806,DCIS1
145807,DCIS1
145808,DCIS1
145809,DCIS1
145810,DCIS1
145811,DCIS1
145812,DCIS1
145813,DCIS1
145814,DCIS1
145815,DCIS1
145816,DCIS1
145817,DCIS1
145818,DCIS1
145819,DCIS1
145820,DCIS1
145821,DCIS1
145822,DCIS1
145823,DCIS1
145824,DCIS1
145825,DCIS1
145826,DCIS1
145827,DCIS1
145828,DCIS1
145829,DCIS1
145830,DCIS1
145831,DCIS1
145832,DCIS1
145833,DCIS1
145834,DCIS1
145835,DCIS1
145837,DCIS1
145838,DCIS1
145839,DCIS1
145840,DCIS1
145842,DCIS1
145843,DCIS1
145844,DCIS1
145845,DCIS1
145847,DCIS1
145848,DCIS1
145849,DCIS1
145850,DCIS1
145851,DCIS1
145852,DCIS1
145853,DCIS1
145854,DCIS1
145855,DCIS1
145856,DCIS1
145857,DCIS1
145858,DCIS1
145859,DCIS1
145860,DCIS1
145861,DCIS1
145862,DCIS1
145863,DCIS1
145865,DCIS1
145868,DCIS1
145869,DCIS1
145870,DCIS1
145871,DCIS1
145872,DCIS1
145873,DCIS1
145874,DCIS1
145875,DCIS1
145876,DCIS1
145877,DCIS1
145878,DCIS1
145879,DCIS1
145880,DCIS1
145881,DCIS1
145882,DCIS1
145883,DCIS1
145884,DCIS1
145885,DCIS1
145886,DCIS1
145887,DCIS1
145888,DCIS1
145889,DCIS1
145890,DCIS1
145891,DCIS1
145892,DCIS1
145893,DCIS1
145894,DCIS1
145895,DCIS1
145896,DCIS1
145897,DCIS1
145898,DCIS1
145899,DCIS1
145900,DCIS1
145901,DCIS1
145902,DCIS1
145903,DCIS1
145904,DCIS1
145905,DCIS1
145906,DCIS1
145907,DCIS1
145908,DCIS1
145909,DCIS1
145910,DCIS1
145911,DCIS1
145912,DCIS1
145913,DCIS1
145914,DCIS1
145915,DCIS1
145916,DCIS1
145917,DCIS1
145918,DCIS1
145919,DCIS1
145920,DCIS1
145921,DCIS1
145922,DCIS1
145923,DCIS1
145924,DCIS1
145925,DCIS1
145926,DCIS1
145927,DCIS1
145928,DCIS1
145929,DCIS1
145930,DCIS1
145931,DCIS1
145932,DCIS1
145934,DCIS1
145935,DCIS1
145936,DCIS1
145937,DCIS1
145938,DCIS1
145940,DCIS1
145941,DCIS1
145942,DCIS1
145943,DCIS1
145944,DCIS1
145945,DCIS1
145946,DCIS1
145948,DCIS1
145949,DCIS1
145950,DCIS1
145951,DCIS1
145952,DCIS1
145953,DCIS1
145954,DCIS1
145955,DCIS1
145956,DCIS1
145957,DCIS1
145958,DCIS1
145959,DCIS1
145961,DCIS1
145962,DCIS1
145963,DCIS1
145965,DCIS1
145966,DCIS1
145967,DCIS1
145968,DCIS1
145969,DCIS1
145970,DCIS1
145971,DCIS1
145972,DCIS1
145973,DCIS1
145974,DCIS1
145975,DCIS1
145976,DCIS1
145977,DCIS1
145978,DCIS1
145979,DCIS1
145980,DCIS1
145981,DCIS1
145982,DCIS1
145983,DCIS1
145985,DCIS1
145986,DCIS1
145987,DCIS1
145988,DCIS1
145990,DCIS1
145991,DCIS1
145992,DCIS1
145993,DCIS1
145994,DCIS1
145995,DCIS1
145996,DCIS1
145997,DCIS1
145998,DCIS1
145999,DCIS1
146001,DCIS1
146002,DCIS1
146003,DCIS1
146004,DCIS1
146005,DCIS1
146006,DCIS1
146007,DCIS1
146008,DCIS1
146009,DCIS1
146010,DCIS1
146011,DCIS1
146012,DCIS1
146013,DCIS1
146014,DCIS1
146015,DCIS1
146017,DCIS1
146018,DCIS1
146019,DCIS1
146020,DCIS1
146021,DCIS1
146023,DCIS1
146024,DCIS1
146028,DCIS1
146029,DCIS1
146030,DCIS1
146031,DCIS1
146032,DCIS1
146033,DCIS1
146034,DCIS1
146036,DCIS1
146037,DCIS1
146038,DCIS1
146039,DCIS1
146040,DCIS1
146041,DCIS1
146042,DCIS1
146043,DCIS1
146044,DCIS1
146045,DCIS1
146047,DCIS1
146048,DCIS1
146049,DCIS1
146050,DCIS1
146051,DCIS1
146052,DCIS1
146053,DCIS1
146054,DCIS1
146055,DCIS1
146056,DCIS1
146057,DCIS1
146058,DCIS1
146059,DCIS1
146060,DCIS1
146061,DCIS1
146062,DCIS1
146063,DCIS1
146064,DCIS1
146065,DCIS1
146066,DCIS1
146067,DCIS1
146068,DCIS1
146069,DCIS1
146070,DCIS1
146071,DCIS1
146072,DCIS1
146073,DCIS1
146074,DCIS1
146075,DCIS1
146076,DCIS1
146077,DCIS1
146078,DCIS1
146079,DCIS1
146080,DCIS1
146081,DCIS1
146082,DCIS1
146083,DCIS1
146084,DCIS1
146085,DCIS1
146086,DCIS1
146087,DCIS1
146088,DCIS1
146089,DCIS1
146090,DCIS1
146091,DCIS1
146092,DCIS1
146093,DCIS1
146094,DCIS1
146095,DCIS1
146096,DCIS1
146097,DCIS1
146098,DCIS1
146099,DCIS1
146100,DCIS1
146101,DCIS1
146102,DCIS1
146103,DCIS1
146104,DCIS1
146105,DCIS1
146106,DCIS1
146107,DCIS1
146108,DCIS1
146109,DCIS1
146110,DCIS1
146111,DCIS1
146112,DCIS1
146113,DCIS1
146114,Unassigned
146115,Unassigned
146116,DCIS1
146117,Unassigned
146118,DCIS1
146119,Unassigned
